signal_id,symbol,signal_dir,entry_price,created_at,R,label,reason,hit_bar_idx,state_label,ds_calib_weight
1514532,XAUUSD,BUY,4353.83,2026-08-10T17:05:00.552546+00:00,8.96,0.0,stop_first,0.0,REVERSAL,1.0
1514266,XAUUSD,BUY,4354.24,2026-08-10T07:33:30.582568+00:00,8.78,0.0,stop_first,0.0,REVERSAL,1.0
1514524,XAUUSD,BUY,4354.3,2026-08-10T16:45:00.550830+00:00,9.8,0.0,stop_first,0.0,REVERSAL,1.0
1514212,XAUUSD,BUY,4354.62,2026-08-10T07:08:30.581055+00:00,8.22,0.0,stop_first,0.0,REVERSAL,1.0
1514353,XAUUSD,BUY,4354.78,2026-08-10T08:13:30.622940+00:00,5.85,0.0,stop_first,0.0,REVERSAL,1.0
1514255,XAUUSD,BUY,4354.88,2026-08-10T07:28:30.617798+00:00,9.08,0.0,stop_first,0.0,REVERSAL,1.0
1514201,XAUUSD,BUY,4355.46,2026-08-10T07:03:30.603808+00:00,8.38,0.0,stop_first,0.0,REVERSAL,1.0
1514320,XAUUSD,BUY,4355.59,2026-08-10T07:58:30.597734+00:00,8.36,0.0,stop_first,0.0,REVERSAL,1.0
1514309,XAUUSD,BUY,4355.55,2026-08-10T07:53:30.593878+00:00,8.7,0.0,stop_first,0.0,REVERSAL,1.0
1517256,XAUUSD,BUY,4355.59,2026-08-19T07:45:01.702741+00:00,8.78,,no_touch_in_horizon,12.0,REVERSAL,1.0
1514502,XAUUSD,BUY,4355.69,2026-08-10T15:50:13.577052+00:00,9.76,0.0,stop_first,0.0,REVERSAL,1.0
1517260,XAUUSD,BUY,4355.77,2026-08-19T07:55:00.661277+00:00,8.36,,no_touch_in_horizon,12.0,RANGE,1.0
1517254,XAUUSD,BUY,4356.17,2026-08-19T07:40:00.654797+00:00,8.82,,no_touch_in_horizon,12.0,REVERSAL,1.0
1517258,XAUUSD,BUY,4356.36,2026-08-19T07:50:11.795045+00:00,8.78,,no_touch_in_horizon,12.0,TREND,1.0
388638946,XAUUSD,BUY,4356.49,2026-08-19T08:55:13.687414+00:00,7.7,,no_touch_in_horizon,12.0,REVERSAL,1.0
1514534,XAUUSD,BUY,4356.91,2026-08-10T17:10:00.568170+00:00,8.94,0.0,stop_first,0.0,REVERSAL,1.0
1514530,XAUUSD,BUY,4357.02,2026-08-10T17:00:30.574258+00:00,8.94,0.0,stop_first,0.0,REVERSAL,1.0
1514504,XAUUSD,BUY,4357.13,2026-08-10T15:55:29.593718+00:00,9.36,0.0,stop_first,0.0,REVERSAL,1.0
1514536,XAUUSD,BUY,4357.26,2026-08-10T17:15:15.562573+00:00,8.56,0.0,stop_first,0.0,REVERSAL,1.0
1514298,XAUUSD,BUY,4357.41,2026-08-10T07:48:30.608600+00:00,8.94,0.0,stop_first,0.0,REVERSAL,1.0
1514508,XAUUSD,BUY,4357.37,2026-08-10T16:05:00.557474+00:00,9.44,0.0,stop_first,0.0,REVERSAL,1.0
1514190,XAUUSD,BUY,4357.76,2026-08-10T06:58:30.610361+00:00,8.34,0.0,stop_first,0.0,REVERSAL,1.0
1517272,XAUUSD,BUY,4358.08,2026-08-19T08:30:25.765514+00:00,7.96,,no_touch_in_horizon,12.0,RANGE,1.0
1517268,XAUUSD,BUY,4358.25,2026-08-19T08:20:05.697936+00:00,8.14,,no_touch_in_horizon,12.0,RANGE,1.0
1514552,XAUUSD,BUY,4358.26,2026-08-10T17:55:11.561357+00:00,7.34,0.0,stop_first,0.0,REVERSAL,1.0
1514244,XAUUSD,BUY,4358.42,2026-08-10T07:23:30.602830+00:00,8.78,0.0,stop_first,0.0,REVERSAL,1.0
1514548,XAUUSD,BUY,4358.53,2026-08-10T17:45:00.561501+00:00,7.84,0.0,stop_first,0.0,REVERSAL,1.0
1514520,XAUUSD,BUY,4358.49,2026-08-10T16:35:07.593274+00:00,9.8,0.0,stop_first,0.0,REVERSAL,1.0
1517270,XAUUSD,BUY,4358.76,2026-08-19T08:25:15.765498+00:00,7.96,,no_touch_in_horizon,12.0,RANGE,1.0
1514277,XAUUSD,BUY,4359.33,2026-08-10T07:38:30.583308+00:00,9.1,0.0,stop_first,0.0,REVERSAL,1.0
1514540,XAUUSD,BUY,4359.44,2026-08-10T17:25:00.550489+00:00,8.1,0.0,stop_first,0.0,REVERSAL,1.0
1514538,XAUUSD,BUY,4359.77,2026-08-10T17:21:00.579892+00:00,8.42,0.0,stop_first,0.0,REVERSAL,1.0
1514506,XAUUSD,BUY,4360.32,2026-08-10T16:00:00.564314+00:00,9.2,0.0,stop_first,0.0,REVERSAL,1.0
1514288,XAUUSD,BUY,4361.3,2026-08-10T07:43:30.589388+00:00,9.3,0.0,stop_first,0.0,REVERSAL,1.0
1514512,XAUUSD,BUY,4362.12,2026-08-10T16:15:14.575077+00:00,9.34,0.0,stop_first,0.0,REVERSAL,1.0
1514518,XAUUSD,BUY,4362.53,2026-08-10T16:30:00.561649+00:00,8.64,0.0,stop_first,0.0,REVERSAL,1.0
1514554,XAUUSD,BUY,4363.33,2026-08-10T18:00:25.593287+00:00,7.54,0.0,stop_first,0.0,REVERSAL,1.0
1514546,XAUUSD,BUY,4363.32,2026-08-10T17:40:30.591546+00:00,7.6,0.0,stop_first,0.0,REVERSAL,1.0
1514516,XAUUSD,BUY,4363.27,2026-08-10T16:25:00.561531+00:00,8.78,0.0,stop_first,0.0,REVERSAL,1.0
1514544,XAUUSD,BUY,4363.61,2026-08-10T17:35:14.574609+00:00,7.76,0.0,stop_first,0.0,REVERSAL,1.0
1514514,XAUUSD,BUY,4363.75,2026-08-10T16:20:26.588622+00:00,9.14,0.0,stop_first,0.0,REVERSAL,1.0
1514562,XAUUSD,BUY,4363.86,2026-08-10T18:20:30.591986+00:00,6.64,0.0,stop_first,0.0,REVERSAL,1.0
1514510,XAUUSD,BUY,4364.47,2026-08-10T16:10:03.568651+00:00,9.58,0.0,stop_first,0.0,REVERSAL,1.0
1514556,XAUUSD,BUY,4365.41,2026-08-10T18:05:00.571446+00:00,7.24,0.0,stop_first,0.0,REVERSAL,1.0
1514564,XAUUSD,BUY,4366.11,2026-08-10T18:25:00.561839+00:00,6.64,,both_touched_same_bar,0.0,REVERSAL,1.0
388638988,XAUUSD,BUY,4366.27,2026-08-19T11:45:22.698740+00:00,6.28,1.0,target_first,6.0,REVERSAL,1.0
388639002,XAUUSD,BUY,4368.55,2026-08-19T12:25:11.631479+00:00,7.08,1.0,target_first,0.0,REVERSAL,1.0
388638984,XAUUSD,BUY,4369.2,2026-08-19T11:35:00.676798+00:00,5.9,0.0,stop_first,0.0,REVERSAL,1.0
388638982,XAUUSD,BUY,4369.64,2026-08-19T11:30:15.715205+00:00,6.08,0.0,stop_first,1.0,REVERSAL,1.0
388638978,XAUUSD,BUY,4369.66,2026-08-19T11:20:00.672878+00:00,6.02,0.0,stop_first,3.0,TREND,1.0
388638975,XAUUSD,BUY,4370.63,2026-08-19T11:15:17.692239+00:00,6.1,0.0,stop_first,4.0,RANGE,1.0
388639004,XAUUSD,BUY,4371.3,2026-08-19T12:30:00.665013+00:00,7.02,1.0,target_first,0.0,REVERSAL,1.0
1514572,XAUUSD,BUY,4375.96,2026-08-10T18:45:00.561139+00:00,8.58,0.0,stop_first,0.0,REVERSAL,1.0
1514566,XAUUSD,BUY,4376.4,2026-08-10T18:30:00.565748+00:00,8.3,0.0,stop_first,0.0,REVERSAL,1.0
1516403,XAUUSD,BUY,4376.63,2026-08-16T23:25:00.285852+00:00,7.04,0.0,stop_first,1.0,REVERSAL,1.0
1514574,XAUUSD,BUY,4377.98,2026-08-10T18:50:00.563381+00:00,8.32,0.0,stop_first,0.0,REVERSAL,1.0
1514568,XAUUSD,BUY,4378.41,2026-08-10T18:35:16.577364+00:00,8.2,0.0,stop_first,0.0,REVERSAL,1.0
1514576,XAUUSD,BUY,4378.65,2026-08-10T18:55:15.577667+00:00,8.26,0.0,stop_first,0.0,REVERSAL,1.0
1515554,XAUUSD,BUY,4378.65,2026-08-13T09:16:40.312169+00:00,33.24,,no_touch_in_horizon,12.0,REVERSAL,1.0
1515565,XAUUSD,BUY,4379.4,2026-08-13T09:40:00.556431+00:00,24.78,,no_touch_in_horizon,12.0,REVERSAL,1.0
1515569,XAUUSD,BUY,4379.84,2026-08-13T09:50:19.568191+00:00,21.84,,no_touch_in_horizon,12.0,REVERSAL,1.0
1514578,XAUUSD,BUY,4380.0,2026-08-10T19:01:00.602789+00:00,8.06,0.0,stop_first,0.0,REVERSAL,1.0
1515561,XAUUSD,BUY,4380.54,2026-08-13T09:30:27.573656+00:00,28.04,,no_touch_in_horizon,12.0,REVERSAL,1.0
1515567,XAUUSD,BUY,4380.7,2026-08-13T09:45:06.556229+00:00,23.18,,no_touch_in_horizon,12.0,REVERSAL,1.0
1515563,XAUUSD,BUY,4380.74,2026-08-13T09:36:00.594434+00:00,26.26,,no_touch_in_horizon,12.0,REVERSAL,1.0
1515559,XAUUSD,BUY,4380.79,2026-08-13T09:25:11.517079+00:00,29.74,,no_touch_in_horizon,12.0,REVERSAL,1.0
1515071,XAUUSD,BUY,4380.96,2026-08-12T00:50:25.576957+00:00,6.92,,both_touched_same_bar,0.0,REVERSAL,1.0
1515069,XAUUSD,BUY,4381.95,2026-08-12T00:45:10.570276+00:00,7.08,,both_touched_same_bar,0.0,REVERSAL,1.0
1514582,XAUUSD,BUY,4382.23,2026-08-10T19:10:00.565969+00:00,7.66,0.0,stop_first,0.0,REVERSAL,1.0
1515067,XAUUSD,BUY,4382.31,2026-08-12T00:40:00.565885+00:00,7.26,,both_touched_same_bar,0.0,TREND,1.0
1514570,XAUUSD,BUY,4382.26,2026-08-10T18:41:00.595722+00:00,8.1,0.0,stop_first,0.0,REVERSAL,1.0
1514580,XAUUSD,BUY,4382.36,2026-08-10T19:05:00.560496+00:00,7.92,0.0,stop_first,0.0,REVERSAL,1.0
1515579,XAUUSD,BUY,4382.88,2026-08-13T10:15:29.594902+00:00,16.68,0.0,stop_first,0.0,REVERSAL,1.0
1514584,XAUUSD,BUY,4383.09,2026-08-10T19:15:16.578231+00:00,7.28,0.0,stop_first,0.0,REVERSAL,1.0
1514883,XAUUSD,BUY,4383.59,2026-08-11T11:40:19.571728+00:00,7.82,1.0,target_first,0.0,RANGE,1.0
1515571,XAUUSD,BUY,4383.57,2026-08-13T09:56:00.580325+00:00,20.88,,no_touch_in_horizon,12.0,REVERSAL,1.0
1515577,XAUUSD,BUY,4383.99,2026-08-13T10:10:14.565923+00:00,17.48,0.0,stop_first,0.0,REVERSAL,1.0
1514586,XAUUSD,BUY,4384.11,2026-08-10T19:21:00.591450+00:00,7.24,,both_touched_same_bar,0.0,REVERSAL,1.0
1515573,XAUUSD,BUY,4384.71,2026-08-13T10:00:00.552896+00:00,19.74,0.0,stop_first,1.0,REVERSAL,1.0
1515575,XAUUSD,BUY,4385.17,2026-08-13T10:05:00.554211+00:00,18.58,0.0,stop_first,0.0,REVERSAL,1.0
1515581,XAUUSD,BUY,4385.84,2026-08-13T10:20:00.553261+00:00,16.06,0.0,stop_first,0.0,REVERSAL,1.0
1515587,XAUUSD,BUY,4386.82,2026-08-13T10:35:15.567318+00:00,13.98,0.0,stop_first,5.0,TREND,1.0
1514592,XAUUSD,BUY,4387.13,2026-08-10T19:35:13.583064+00:00,8.24,0.0,stop_first,0.0,REVERSAL,1.0
1514881,XAUUSD,BUY,4387.24,2026-08-11T11:35:00.565698+00:00,7.8,1.0,target_first,0.0,PULLBACK,1.0
1514887,XAUUSD,BUY,4387.19,2026-08-11T11:50:06.566122+00:00,7.8,1.0,target_first,0.0,PULLBACK,1.0
1514889,XAUUSD,BUY,4387.34,2026-08-11T11:55:01.564848+00:00,7.8,1.0,target_first,0.0,PULLBACK,1.0
1514875,XAUUSD,BUY,4387.33,2026-08-11T11:20:19.573712+00:00,8.4,1.0,target_first,0.0,PULLBACK,1.0
1514877,XAUUSD,BUY,4387.38,2026-08-11T11:26:00.570522+00:00,8.42,1.0,target_first,0.0,PULLBACK,1.0
1514610,XAUUSD,BUY,4387.46,2026-08-10T20:21:00.586671+00:00,8.0,0.0,stop_first,0.0,RANGE,1.0
1514879,XAUUSD,BUY,4387.61,2026-08-11T11:30:03.564074+00:00,8.04,1.0,target_first,0.0,PULLBACK,1.0
1514885,XAUUSD,BUY,4387.77,2026-08-11T11:45:00.563092+00:00,7.92,1.0,target_first,0.0,RANGE,1.0
1514606,XAUUSD,BUY,4387.8,2026-08-10T20:10:00.557020+00:00,7.96,0.0,stop_first,0.0,PULLBACK,1.0
1514604,XAUUSD,BUY,4387.86,2026-08-10T20:05:00.550447+00:00,8.18,0.0,stop_first,0.0,PULLBACK,1.0
1515088,XAUUSD,BUY,4388.5,2026-08-12T01:40:08.588578+00:00,8.04,0.0,stop_first,0.0,REVERSAL,1.0
1515591,XAUUSD,BUY,4388.48,2026-08-13T10:45:13.570777+00:00,13.02,0.0,stop_first,0.0,RANGE,1.0
1514600,XAUUSD,BUY,4388.6,2026-08-10T19:55:14.562514+00:00,8.78,0.0,stop_first,0.0,REVERSAL,1.0
1514602,XAUUSD,BUY,4388.68,2026-08-10T20:00:30.569503+00:00,8.54,0.0,stop_first,0.0,PULLBACK,1.0
1515086,XAUUSD,BUY,4388.83,2026-08-12T01:35:00.559801+00:00,8.0,0.0,stop_first,0.0,REVERSAL,1.0
1514588,XAUUSD,BUY,4388.87,2026-08-10T19:25:00.556901+00:00,7.6,0.0,stop_first,0.0,REVERSAL,1.0
1515084,XAUUSD,BUY,4388.89,2026-08-12T01:30:22.598316+00:00,7.72,0.0,stop_first,0.0,REVERSAL,1.0
1514596,XAUUSD,BUY,4388.88,2026-08-10T19:45:00.560376+00:00,7.92,0.0,stop_first,0.0,REVERSAL,1.0
1514612,XAUUSD,BUY,4389.09,2026-08-10T20:25:00.551086+00:00,7.5,0.0,stop_first,0.0,RANGE,1.0
1514590,XAUUSD,BUY,4389.33,2026-08-10T19:30:00.577381+00:00,8.0,0.0,stop_first,0.0,REVERSAL,1.0
1514624,XAUUSD,BUY,4389.4,2026-08-10T20:55:25.571345+00:00,6.14,0.0,stop_first,0.0,TREND,1.0
1514594,XAUUSD,BUY,4390.03,2026-08-10T19:40:30.586199+00:00,8.2,0.0,stop_first,0.0,REVERSAL,1.0
1514622,XAUUSD,BUY,4390.11,2026-08-10T20:50:03.565766+00:00,6.44,0.0,stop_first,0.0,RANGE,1.0
1514620,XAUUSD,BUY,4390.29,2026-08-10T20:45:00.548982+00:00,6.56,0.0,stop_first,0.0,RANGE,1.0
1515076,XAUUSD,BUY,4390.42,2026-08-12T01:10:22.605686+00:00,7.8,0.0,stop_first,0.0,REVERSAL,1.0
1515082,XAUUSD,BUY,4390.48,2026-08-12T01:25:02.572052+00:00,7.74,0.0,stop_first,0.0,REVERSAL,1.0
1514618,XAUUSD,BUY,4390.66,2026-08-10T20:41:00.574706+00:00,6.92,0.0,stop_first,0.0,RANGE,1.0
1515599,XAUUSD,BUY,4390.74,2026-08-13T11:05:17.581894+00:00,11.18,0.0,stop_first,0.0,TREND,1.0
1514608,XAUUSD,BUY,4390.76,2026-08-10T20:15:15.562412+00:00,8.0,0.0,stop_first,0.0,RANGE,1.0
1514616,XAUUSD,BUY,4391.15,2026-08-10T20:35:17.563666+00:00,7.12,0.0,stop_first,0.0,RANGE,1.0
1514915,XAUUSD,BUY,4391.09,2026-08-11T13:15:04.565669+00:00,10.7,1.0,target_first,0.0,PULLBACK,1.0
1515080,XAUUSD,BUY,4391.19,2026-08-12T01:20:18.573975+00:00,8.0,0.0,stop_first,0.0,REVERSAL,1.0
1515597,XAUUSD,BUY,4391.21,2026-08-13T11:00:00.556724+00:00,11.5,0.0,stop_first,0.0,TREND,1.0
1515607,XAUUSD,BUY,4391.35,2026-08-13T11:25:18.568043+00:00,10.0,0.0,stop_first,0.0,REVERSAL,1.0
1516462,XAUUSD,BUY,4391.44,2026-08-17T02:20:00.554605+00:00,10.52,,no_touch_in_horizon,12.0,RANGE,1.0
1514892,XAUUSD,BUY,4391.53,2026-08-11T12:06:00.589783+00:00,8.3,1.0,target_first,0.0,RANGE,1.0
1514614,XAUUSD,BUY,4391.84,2026-08-10T20:30:01.551449+00:00,7.52,0.0,stop_first,0.0,RANGE,1.0
1515601,XAUUSD,BUY,4391.9,2026-08-13T11:10:00.548508+00:00,10.68,0.0,stop_first,0.0,TREND,1.0
1515595,XAUUSD,BUY,4391.92,2026-08-13T10:55:14.569867+00:00,11.92,0.0,stop_first,0.0,TREND,1.0
1515593,XAUUSD,BUY,4392.23,2026-08-13T10:50:00.550998+00:00,12.48,0.0,stop_first,0.0,RANGE,1.0
1515090,XAUUSD,BUY,4392.33,2026-08-12T01:45:02.556530+00:00,8.32,0.0,stop_first,0.0,REVERSAL,1.0
1514894,XAUUSD,BUY,4392.48,2026-08-11T12:10:00.548879+00:00,8.7,1.0,target_first,0.0,PULLBACK,1.0
1514631,XAUUSD,BUY,4392.73,2026-08-10T22:15:28.589133+00:00,5.78,0.0,stop_first,0.0,REVERSAL,1.0
1514636,XAUUSD,BUY,4392.98,2026-08-10T22:30:07.567873+00:00,5.2,0.0,stop_first,0.0,REVERSAL,1.0
1516460,XAUUSD,BUY,4393.44,2026-08-17T02:16:00.574773+00:00,10.72,,no_touch_in_horizon,12.0,RANGE,1.0
1516456,XAUUSD,BUY,4393.39,2026-08-17T02:05:00.566979+00:00,11.38,,no_touch_in_horizon,12.0,PULLBACK,1.0
1515605,XAUUSD,BUY,4393.93,2026-08-13T11:20:00.550063+00:00,10.2,0.0,stop_first,0.0,RANGE,1.0
1516452,XAUUSD,BUY,4393.96,2026-08-17T01:55:11.568518+00:00,11.86,,no_touch_in_horizon,12.0,RANGE,1.0
1514638,XAUUSD,BUY,4394.1,2026-08-10T22:35:28.590377+00:00,5.02,0.0,stop_first,0.0,REVERSAL,1.0
1514923,XAUUSD,BUY,4394.29,2026-08-11T13:35:00.552566+00:00,11.54,1.0,target_first,0.0,RANGE,1.0
1516518,XAUUSD,BUY,4394.38,2026-08-17T05:35:24.602309+00:00,8.38,,no_touch_in_horizon,12.0,RANGE,1.0
1514907,XAUUSD,BUY,4394.45,2026-08-11T12:55:09.594116+00:00,9.92,1.0,target_first,0.0,PULLBACK,1.0
1514911,XAUUSD,BUY,4394.75,2026-08-11T13:05:19.569953+00:00,10.02,1.0,target_first,0.0,PULLBACK,1.0
1514598,XAUUSD,BUY,4394.93,2026-08-10T19:50:00.561392+00:00,8.56,0.0,stop_first,0.0,REVERSAL,1.0
1516458,XAUUSD,BUY,4395.08,2026-08-17T02:10:30.600636+00:00,11.04,,no_touch_in_horizon,12.0,PULLBACK,1.0
1514921,XAUUSD,BUY,4395.17,2026-08-11T13:31:00.587941+00:00,10.98,1.0,target_first,0.0,RANGE,1.0
1514896,XAUUSD,BUY,4395.34,2026-08-11T12:15:00.554175+00:00,8.78,1.0,target_first,0.0,PULLBACK,1.0
1514658,XAUUSD,BUY,4395.38,2026-08-10T23:25:04.556044+00:00,5.12,0.0,stop_first,0.0,REVERSAL,1.0
1516450,XAUUSD,BUY,4395.49,2026-08-17T01:50:00.564347+00:00,11.5,,no_touch_in_horizon,12.0,PULLBACK,1.0
1514660,XAUUSD,BUY,4396.03,2026-08-10T23:30:00.552322+00:00,4.88,0.0,stop_first,0.0,REVERSAL,1.0
1515092,XAUUSD,BUY,4396.42,2026-08-12T01:50:18.579748+00:00,8.44,0.0,stop_first,0.0,REVERSAL,1.0
1515098,XAUUSD,BUY,4396.53,2026-08-12T02:05:01.572587+00:00,7.8,,both_touched_same_bar,0.0,REVERSAL,1.0
1516514,XAUUSD,BUY,4396.64,2026-08-17T05:25:05.586133+00:00,7.86,,no_touch_in_horizon,12.0,TREND,1.0
1514652,XAUUSD,BUY,4396.7,2026-08-10T23:10:02.562852+00:00,5.5,0.0,stop_first,0.0,REVERSAL,1.0
1514654,XAUUSD,BUY,4396.83,2026-08-10T23:15:24.591724+00:00,5.54,0.0,stop_first,0.0,REVERSAL,1.0
1516512,XAUUSD,BUY,4396.76,2026-08-17T05:20:00.609262+00:00,8.02,,no_touch_in_horizon,12.0,RANGE,1.0
1514909,XAUUSD,BUY,4396.98,2026-08-11T13:00:01.547247+00:00,10.24,1.0,target_first,0.0,PULLBACK,1.0
1514642,XAUUSD,BUY,4397.27,2026-08-10T22:45:00.552430+00:00,4.96,0.0,stop_first,0.0,REVERSAL,1.0
1516501,XAUUSD,BUY,4397.57,2026-08-17T04:45:00.582517+00:00,7.12,0.0,stop_first,1.0,TREND,1.0
1516454,XAUUSD,BUY,4397.79,2026-08-17T02:00:17.582695+00:00,11.54,,no_touch_in_horizon,12.0,RANGE,1.0
1514668,XAUUSD,BUY,4398.02,2026-08-10T23:50:13.565471+00:00,4.72,0.0,stop_first,0.0,REVERSAL,1.0
1514662,XAUUSD,BUY,4398.02,2026-08-10T23:35:10.565416+00:00,4.88,0.0,stop_first,0.0,REVERSAL,1.0
1514664,XAUUSD,BUY,4398.41,2026-08-10T23:40:26.596618+00:00,4.84,0.0,stop_first,0.0,REVERSAL,1.0
1515110,XAUUSD,BUY,4398.43,2026-08-12T02:35:20.576692+00:00,7.68,,both_touched_same_bar,0.0,TREND,1.0
1514913,XAUUSD,BUY,4398.44,2026-08-11T13:11:00.600618+00:00,10.24,1.0,target_first,0.0,PULLBACK,1.0
1514898,XAUUSD,BUY,4398.64,2026-08-11T12:20:05.558803+00:00,9.0,,both_touched_same_bar,0.0,RANGE,1.0
1516444,XAUUSD,BUY,4398.56,2026-08-17T01:40:00.570292+00:00,10.92,,no_touch_in_horizon,12.0,PULLBACK,1.0
1515100,XAUUSD,BUY,4398.76,2026-08-12T02:10:23.605137+00:00,7.76,0.0,stop_first,0.0,REVERSAL,1.0
1514644,XAUUSD,BUY,4399.16,2026-08-10T22:50:08.575842+00:00,5.08,0.0,stop_first,0.0,REVERSAL,1.0
1515185,XAUUSD,BUY,4399.41,2026-08-12T07:20:17.585392+00:00,7.64,,both_touched_same_bar,0.0,TREND,1.0
1514672,XAUUSD,BUY,4399.46,2026-08-11T00:00:10.577152+00:00,5.32,,both_touched_same_bar,0.0,TREND,1.0
1514919,XAUUSD,BUY,4399.7,2026-08-11T13:25:18.565587+00:00,10.9,1.0,target_first,0.0,PULLBACK,1.0
1514917,XAUUSD,BUY,4399.71,2026-08-11T13:20:00.551081+00:00,10.96,1.0,target_first,0.0,PULLBACK,1.0
1515183,XAUUSD,BUY,4400.09,2026-08-12T07:15:00.564708+00:00,7.88,,both_touched_same_bar,0.0,TREND,1.0
1516446,XAUUSD,BUY,4400.05,2026-08-17T01:45:04.566435+00:00,11.14,,no_touch_in_horizon,12.0,PULLBACK,1.0
1514646,XAUUSD,BUY,4400.17,2026-08-10T22:55:24.591760+00:00,5.0,0.0,stop_first,0.0,REVERSAL,1.0
1515108,XAUUSD,BUY,4400.37,2026-08-12T02:30:04.557576+00:00,7.82,0.0,stop_first,0.0,TREND,1.0
